order_id,customer_id,product_id,order_date,amount,status
691,80,28,2025-08-27,1.0,cancelled
692,95,29,2025-08-23,4.0,cancelled
693,75,21,2025-02-01,4.0,pending
694,16,47,2025-04-15,1.0,completed
695,8,16,2024-11-27,2.0,completed
696,4,37,2025-01-29,2.0,completed
697,4,20,2024-11-10,4.0,completed
698,56,6,2024-09-22,2.0,cancelled
699,25,19,2025-02-26,1.0,completed
700,67,5,2025-08-09,3.0,completed
701,96,3,2024-12-30,3.0,pending
702,67,1,2025-03-12,2.0,cancelled
703,27,38,2025-07-21,4.0,pending
704,93,15,2025-08-27,4.0,cancelled
705,32,34,2024-12-17,4.0,completed
706,50,35,2025-05-20,4.0,completed
707,61,49,2025-07-07,4.0,pending
708,51,25,2025-09-12,2.0,completed
709,19,24,2025-02-07,3.0,completed
710,21,12,2025-09-02,3.0,completed
711,5,18,2025-09-13,2.0,completed
712,82,15,2025-02-12,4.0,cancelled
713,92,44,2025-01-30,2.0,completed
714,42,16,2024-10-15,3.0,completed
715,61,27,2025-03-14,1.0,completed
716,22,8,2025-07-23,2.0,completed
717,21,46,2025-01-05,4.0,completed
718,70,25,2025-08-23,3.0,completed
719,1,17,2025-04-07,3.0,pending
720,5,29,2025-04-11,3.0,completed
721,12,8,2025-06-26,3.0,completed
722,90,15,2025-04-10,4.0,completed
723,46,27,2025-03-12,1.0,completed
724,34,46,2025-07-18,3.0,completed
725,49,50,2024-11-15,2.0,pending
726,78,7,2024-11-01,1.0,completed
727,90,3,2025-02-17,3.0,cancelled
728,45,29,2025-04-17,1.0,completed
729,27,44,2025-05-30,2.0,completed
730,73,24,2025-07-02,3.0,completed
731,26,3,2025-08-17,2.0,pending
732,47,20,2024-11-06,4.0,completed
733,86,46,2025-05-22,3.0,completed
734,56,15,2024-09-25,3.0,completed
735,94,25,2025-03-08,3.0,completed
736,63,30,2025-08-28,3.0,completed
737,48,14,2025-03-27,4.0,completed
738,61,7,2025-01-31,3.0,completed
739,81,17,2024-10-01,1.0,completed
740,26,44,2025-03-17,3.0,completed
741,36,20,2025-05-26,4.0,pending
742,1,36,2025-03-17,3.0,cancelled
743,8,9,2025-04-23,1.0,cancelled
744,99,38,2024-11-01,4.0,completed
745,52,48,2025-05-23,4.0,completed
746,79,22,2025-05-26,1.0,completed
747,47,2,2025-01-08,1.0,completed
748,56,24,2025-01-08,1.0,completed
749,86,8,2024-11-17,1.0,completed
750,14,11,2024-11-07,1.0,completed
751,90,13,2025-05-21,4.0,completed
752,28,17,2024-11-19,4.0,pending
753,87,8,2025-04-08,3.0,completed
754,78,21,2025-03-02,3.0,completed
755,88,18,2024-12-30,2.0,completed
756,2,30,2025-04-21,3.0,completed
757,26,18,2025-01-19,3.0,completed
758,14,46,2025-07-31,1.0,pending
759,59,47,2025-03-02,1.0,pending
760,56,31,2025-07-31,3.0,completed
761,7,38,2025-06-30,2.0,pending
762,3,32,2025-05-15,1.0,pending
763,23,11,2025-07-03,3.0,pending
764,18,45,2024-09-22,3.0,pending
765,38,25,2025-05-02,4.0,completed
766,99,33,2025-06-18,2.0,completed
767,15,38,2024-10-26,4.0,completed
768,64,41,2025-07-17,2.0,completed
769,89,8,2025-05-01,1.0,pending
770,28,11,2025-07-28,2.0,completed
771,74,22,2024-12-31,3.0,cancelled
772,39,24,2025-06-01,3.0,pending
773,57,41,2025-05-26,2.0,pending
774,17,17,2024-10-01,2.0,pending
775,86,12,2025-01-05,2.0,completed
776,90,46,2025-05-21,4.0,completed
777,44,32,2025-03-02,2.0,completed
778,25,15,2024-10-14,1.0,completed
779,17,16,2024-09-16,4.0,completed
780,13,22,2025-07-27,4.0,completed
781,84,28,2025-01-14,2.0,cancelled
782,25,20,2025-08-12,1.0,completed
783,68,33,2024-11-18,4.0,completed
784,10,10,2025-07-09,3.0,completed
785,67,40,2024-10-02,4.0,completed
786,18,32,2024-10-31,2.0,completed
787,100,50,2025-07-29,1.0,cancelled
788,86,33,2025-07-04,2.0,completed
789,34,2,2025-03-08,3.0,cancelled
790,8,33,2024-12-29,3.0,completed
791,40,33,2024-09-25,3.0,pending
792,83,41,2025-07-08,2.0,completed
793,42,13,2025-06-18,4.0,completed
794,41,30,2024-12-30,2.0,completed
795,6,33,2025-05-13,1.0,pending
796,52,13,2025-01-28,4.0,completed
797,26,26,2024-11-25,3.0,completed
798,64,22,2025-05-10,2.0,pending
799,98,39,2024-12-10,3.0,cancelled
800,59,2,2024-11-07,3.0,completed
801,56,38,2025-06-08,1.0,cancelled
802,59,39,2024-10-25,4.0,completed
803,70,26,2024-11-23,1.0,completed
804,33,46,2025-03-18,1.0,completed
805,53,50,2025-03-26,1.0,pending
806,22,15,2024-11-04,3.0,pending
807,21,34,2024-09-17,1.0,completed
808,70,42,2025-03-12,1.0,completed
809,70,44,2025-07-21,4.0,completed
810,4,49,2025-08-16,4.0,pending
811,94,40,2025-06-24,1.0,pending
812,75,11,2025-04-17,4.0,completed
813,62,3,2025-08-11,4.0,pending
814,62,6,2025-02-15,1.0,cancelled
815,94,9,2024-09-17,3.0,completed
816,95,6,2025-06-02,1.0,completed
817,24,9,2024-10-09,4.0,completed
818,55,39,2025-02-08,3.0,completed
819,9,31,2025-04-06,2.0,completed
820,3,32,2025-02-08,3.0,completed
821,31,41,2024-12-20,4.0,pending
822,40,50,2025-05-19,3.0,completed
823,36,12,2024-10-15,1.0,completed
824,24,8,2025-03-18,2.0,completed
825,95,8,2025-06-02,2.0,completed
826,6,50,2025-02-11,2.0,completed
827,66,28,2025-02-23,4.0,completed
828,84,20,2025-07-08,4.0,completed
829,92,47,2025-08-03,2.0,completed
830,75,7,2024-10-22,3.0,completed
831,4,11,2024-11-19,2.0,completed
832,79,20,2025-01-31,3.0,cancelled
833,6,16,2025-03-16,3.0,completed
834,94,4,2025-06-01,4.0,completed
835,51,6,2025-06-24,3.0,pending
836,62,22,2024-10-13,2.0,completed
837,57,26,2025-01-09,4.0,completed
838,66,3,2024-09-18,1.0,cancelled
839,79,41,2025-08-26,1.0,completed
840,75,42,2025-03-04,4.0,completed
841,8,14,2025-03-22,2.0,pending
842,26,11,2025-09-09,1.0,pending
843,51,18,2025-07-08,1.0,pending
844,45,12,2025-05-12,3.0,completed
845,44,23,2025-04-09,3.0,completed
846,5,12,2025-01-11,2.0,completed
847,70,13,2025-02-25,4.0,completed
848,26,25,2025-04-21,2.0,completed
849,68,45,2025-04-26,4.0,completed
850,19,19,2025-03-01,1.0,pending
851,84,46,2025-04-15,3.0,completed
852,97,36,2025-04-27,2.0,completed
853,20,45,2024-11-07,2.0,completed
854,12,8,2025-04-04,4.0,completed
855,47,29,2024-11-06,4.0,completed
856,1,32,2025-08-26,2.0,completed
857,90,44,2025-06-26,4.0,completed
858,14,18,2025-07-09,2.0,completed
859,64,6,2025-05-08,2.0,pending
860,38,18,2025-06-21,2.0,pending
861,37,19,2025-02-10,1.0,completed
862,11,22,2024-11-15,4.0,completed
863,100,37,2024-10-06,3.0,pending
864,77,32,2024-10-10,3.0,pending
865,3,41,2025-04-08,4.0,completed
866,33,3,2025-03-22,2.0,cancelled
867,6,28,2025-05-22,3.0,completed
868,50,10,2025-03-04,3.0,pending
869,10,35,2024-10-24,4.0,pending
870,5,29,2025-06-22,3.0,completed
871,23,15,2024-12-01,2.0,pending
872,10,33,2025-06-27,4.0,completed
873,44,7,2025-04-17,2.0,pending
874,2,12,2025-07-17,3.0,completed
875,13,49,2025-07-17,3.0,pending
876,40,30,2024-09-27,2.0,completed
877,2,21,2025-08-19,1.0,completed
878,84,31,2025-08-04,3.0,completed
879,65,24,2025-03-31,1.0,pending
880,63,20,2025-06-22,3.0,pending
881,73,37,2025-03-23,1.0,pending
882,17,4,2025-08-30,1.0,pending
883,9,28,2025-06-10,1.0,completed
884,75,44,2025-03-02,2.0,completed
885,15,20,2025-06-10,1.0,completed
886,24,24,2025-07-13,1.0,completed
887,38,50,2024-10-21,1.0,completed
888,35,49,2024-10-10,3.0,completed
889,94,32,2025-09-11,1.0,completed
890,95,41,2025-09-14,3.0,completed
891,49,36,2025-08-25,1.0,completed
892,69,34,2025-05-27,1.0,completed
893,62,36,2025-07-21,2.0,pending
894,60,2,2025-07-12,3.0,cancelled
895,50,15,2024-10-21,1.0,pending
896,78,34,2025-06-10,3.0,completed
897,75,36,2025-04-25,3.0,completed
898,9,6,2025-05-14,4.0,cancelled
899,34,39,2025-04-02,2.0,completed
900,76,42,2025-06-22,2.0,completed
901,99,12,2025-07-02,2.0,completed
902,35,3,2024-10-07,4.0,completed
903,1,45,2024-11-26,4.0,completed
904,40,18,2025-07-19,2.0,completed
905,64,40,2025-05-01,4.0,completed
906,22,21,2025-06-09,4.0,completed
907,60,15,2025-03-08,4.0,completed
908,64,33,2025-01-16,2.0,pending
909,93,35,2024-11-01,2.0,completed
910,72,26,2025-07-29,2.0,completed
911,11,8,2025-08-15,4.0,pending
912,14,36,2024-12-13,2.0,completed
913,60,48,2025-08-27,4.0,completed
914,30,30,2025-04-15,1.0,completed
915,35,23,2025-07-10,4.0,completed
916,85,42,2025-02-14,3.0,completed
917,37,44,2025-04-26,2.0,pending
918,5,14,2025-01-27,2.0,completed
919,83,14,2025-02-15,3.0,completed
920,78,2,2025-06-29,4.0,completed
921,26,37,2025-02-14,1.0,completed
922,62,5,2025-05-23,3.0,completed
923,4,38,2025-06-16,3.0,completed
924,89,45,2024-12-20,4.0,completed
925,42,41,2025-04-01,2.0,completed
926,89,47,2025-07-20,4.0,completed
927,18,14,2024-12-06,3.0,completed
928,40,39,2025-08-21,3.0,pending
929,72,25,2025-07-12,2.0,completed
930,39,20,2025-01-11,2.0,completed
931,14,2,2025-01-05,2.0,completed
932,32,39,2025-08-03,4.0,cancelled
933,51,6,2025-06-11,2.0,completed
934,38,17,2025-08-05,3.0,completed
935,97,25,2025-02-01,3.0,cancelled
936,23,28,2024-12-28,1.0,pending
937,63,2,2025-04-02,4.0,completed
938,15,35,2024-12-11,1.0,completed
939,97,37,2025-06-19,3.0,pending
940,25,5,2025-03-22,1.0,pending
941,17,1,2025-03-03,3.0,pending
942,97,40,2024-11-13,1.0,completed
943,66,12,2024-12-23,2.0,completed
944,78,36,2024-12-22,1.0,completed
945,53,45,2025-07-04,2.0,cancelled
946,51,23,2025-09-08,2.0,completed
947,39,47,2024-11-23,4.0,completed
948,51,31,2025-04-05,2.0,pending
949,70,11,2025-06-23,2.0,completed
950,6,10,2025-07-06,1.0,pending
951,67,3,2025-07-23,3.0,completed
952,7,14,2025-07-31,4.0,completed
953,51,16,2025-01-21,2.0,completed
954,72,10,2025-06-04,4.0,cancelled
955,42,29,2025-02-18,1.0,completed
956,64,10,2025-08-05,2.0,completed
957,15,12,2024-11-04,1.0,pending
958,29,30,2024-12-22,4.0,completed
959,33,41,2024-12-27,1.0,completed
960,94,1,2024-10-15,4.0,completed
961,27,5,2024-09-16,1.0,completed
962,36,20,2024-12-31,4.0,completed
963,29,8,2024-12-07,3.0,completed
964,38,43,2025-05-25,1.0,completed
965,57,12,2024-09-18,1.0,completed
966,97,1,2025-08-07,3.0,completed
967,27,20,2025-02-08,3.0,completed
968,55,28,2025-05-10,1.0,completed
969,33,43,2025-09-08,3.0,completed
970,68,37,2025-06-07,2.0,completed
971,86,47,2025-03-24,4.0,completed
972,66,37,2025-06-01,4.0,completed
973,10,12,2025-06-07,4.0,pending
974,5,37,2024-12-30,2.0,completed
975,74,49,2025-01-13,3.0,pending
976,97,49,2024-12-15,3.0,pending
977,38,44,2025-08-15,1.0,completed
978,13,28,2025-05-02,3.0,completed
979,31,47,2025-09-04,1.0,completed
980,47,15,2024-11-18,2.0,cancelled
981,100,6,2025-08-31,4.0,completed
982,88,44,2025-05-10,4.0,completed
983,52,20,2025-07-15,4.0,completed
984,56,50,2025-05-30,3.0,pending
985,15,14,2025-08-26,1.0,cancelled
986,29,2,2025-04-11,1.0,completed
987,8,9,2024-12-21,2.0,completed
988,5,37,2025-04-07,3.0,completed
989,29,20,2024-12-30,2.0,completed
990,47,26,2025-06-06,1.0,pending
991,68,29,2025-02-05,1.0,completed
992,76,1,2025-07-19,4.0,completed
993,45,35,2025-01-12,3.0,completed
994,2,6,2025-05-11,1.0,pending
995,27,37,2024-12-07,4.0,cancelled
996,95,5,2024-10-26,3.0,completed
997,36,33,2025-08-22,2.0,cancelled
998,36,49,2025-05-08,3.0,completed
999,26,14,2024-09-28,3.0,completed
1000,43,12,2025-03-04,1.0,completed
